area,perimeter,circularity,solidity,extent,eccentricity,hu1,hu2,hu3,hu4,hu5,hu6,hu7,mean_h,mean_s,mean_v,mean_b,mean_g,mean_r,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,split
72046.0,2609.508788585663,0.1329542455804086,0.4665980169292843,0.3717543859649123,0.9211612350581874,2.6740632935636324,5.533316228885026,9.152321041690145,9.751434764186115,19.418819266335948,-12.781995181739847,-19.303873262200938,102.93252245611161,12.830685013787644,161.6531110929096,161.18718431757992,156.71643869276764,154.59574903759523,0.1351323413118872,0.9802973599326654,0.6642258477789186,0.9858459333908264,train
67549.0,2307.8864253759384,0.15936755972830371,0.4371438648490359,0.3485500515995872,0.8791388352198047,2.627336043343598,5.416159304779729,8.88215581991374,9.476149067956753,19.048101583163742,-12.413787678148159,-18.694154850468156,102.71950046630916,7.851378526463045,162.15890941944508,161.6852267428305,159.0682268594078,157.98847342037772,0.10573866661153522,0.9835094690245432,0.6850193094592036,0.9888701042106944,train
71515.5,2624.0357003211975,0.13051804640138623,0.4625945606789287,0.3690170278637771,0.9210410372172717,2.6696287366889164,5.520694941542063,9.218450626821346,9.592190765101094,19.03864051274907,-13.158039259884163,-19.379054306095565,101.73181530676787,12.814110496933697,161.3623600913016,160.8840167202926,156.59413414734757,154.3896543189506,0.1272967846307313,0.9809961510034385,0.6662427673402675,0.9866396075486588,train
2272.5,195.63960921764374,0.7461053988736901,0.986328125,0.8198051948051948,0.8791047632300443,3.0896902152852737,6.568702199417119,13.073656311649795,14.065463419050102,28.093187118218353,18.4369974855008,-27.660361859365256,107.72015241320915,149.5766299745978,187.20025402201523,187.20025402201523,122.10457239627435,76.96782387806944,0.008321402543971635,0.9993070510538311,0.9876605358342107,0.966120918770614,train
2308.5,199.78174424171448,0.7268221296669248,0.9829678518203109,0.7312321824516946,0.8923915276215327,3.0883016893485453,6.5612238503133185,13.635795485964083,14.467485427012795,28.578506072781344,17.871285489451598,-28.75800299473914,107.70642201834862,148.77856547122602,186.74770642201835,186.74770642201835,122.27814845704754,77.33611342785655,0.010130403097008946,0.999130070694619,0.987447699854265,0.9602592692090645,train
2325.5,200.89444291591644,0.7240863502907959,0.9824672581326573,0.6126185458377239,0.889565275068935,3.0898296881326135,6.568545202810124,13.37889025939542,14.220710145732207,28.133000290975517,17.76350984385076,-28.201721740178243,107.3152218996267,149.07382828701785,187.11240149315637,187.11240149315637,123.511820821236,77.2090418913314,0.013024803981868647,0.9988805853125947,0.9873226241256917,0.9492691397361039,train
2320.0,197.9655101299286,0.7439072343864355,0.9855564995751912,0.5985552115583075,0.8777900944187463,3.0980595758290286,6.610755884414405,12.530716993496581,13.28626264197737,26.19946777345268,16.60448546100447,-27.02515824172832,108.84935497295048,149.0474406991261,185.63628797336662,185.63628797336662,118.0220557636288,76.72326258843113,0.017418091039244975,0.9986983942833991,0.9872839853585242,0.9294280042413791,train
2303.0,196.71067690849304,0.747907582548031,0.984398375721308,0.7769905533063428,0.8811762567106175,3.097258543579593,6.607190079159151,13.134026481490206,14.018246139052263,27.638885955914578,17.400645736644794,27.94841995508506,108.69774247491638,150.2203177257525,183.8294314381271,183.8294314381271,116.49581939799332,75.29389632107024,0.020570920574538576,0.9984664726947212,0.987294638859463,0.915461026854254,train
2305.5,198.75230705738068,0.733416427870991,0.981272611193871,0.6579623287671232,0.8829247771799126,3.0996728538367497,6.619022817703328,13.40956899647704,14.213055419259767,28.024605245414545,17.52763478137979,-28.822097017093814,109.08403010033445,146.81814381270902,184.45192307692307,184.45192307692307,117.59364548494983,77.96655518394648,0.01913405727812608,0.998388092805213,0.98730925701314,0.9216660192605488,train
2299.5,196.20815086364746,0.750601085667654,0.9852185089974294,0.5917395779722079,0.8763840019051503,3.099208856732192,6.6164200697897435,13.344531092124575,14.494355005628519,-28.58276117452674,-17.911876709120953,-28.519289814069342,109.43007139857203,144.8517429651407,184.64972700545988,184.64972700545988,117.78916421671566,79.48845023099538,0.017314719579071408,0.9985095378998712,0.9873976784862203,0.9293135798899925,train
2266.0,195.13708221912384,0.7478080840220387,0.9832935560859188,0.6058823529411764,0.877572776959078,3.1012840800994725,6.626961947488559,13.348925158642572,14.142828274153443,27.89027856144165,17.469376146306576,-28.69000266576861,109.66013628620102,146.3313458262351,185.95996592844975,185.95996592844975,117.5804940374787,79.01703577512777,0.01403784429156954,0.9988834104873433,0.987635305193669,0.9420242165104352,train
